"Job Name","Working Title","Location","Organization Name","Department Description","Brief Description","Detailed Description","Job Requirements","Additional Details","How To Apply","Link"
"IRC8007","RN","","OB-GYN","","High School Diploma required.Â  Current licensure as a registered nurse with the State of Louisiana required.Â  
Current BLS Certification CPR-C.Â  Advanced certification, if appropriate for area of clinical practice, preferred .","Part-time","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8007&p_spid=8329&oapc=36&oas=2L-tyLms2HYDYFAfvBONlw.."
"IRC8009","PRN-RN (Multi Areas)","","Recruitment-PRN","","Current licensure as a registered nurse in the State of Louisiana.
Must have one year of nursing work experience.
Current BLS Certification CPR-C.
Advanced certification preferred if appropriate for area of clinical practice.
Complies with ANA Code of Ethics.","PRN","Online at www.lafayettegeneral.com","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8009&p_spid=8331&oapc=39&oas=UfbGF1eOPqJ6qxTej9b4Lw.."
"IRC7994","Inpatient/RN","","SMH Nursing Services","","","All shifts
Â","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7994&p_spid=8316&oapc=42&oas=L6HgeqY82qaOwc5YoYJtVw.."
"IRC7740","RN","","6th Floor","","EDUCATION/TRAINING/EXPERIENCE:
Current licensure as a Registered Nurse in the State of Louisiana required.
BLS Certification (CPR-C) to be obtained with in 30 days of hire.
Falls Prevention, OSHA &amp; Restraints to be obtained with in 30 days of hire and renewable annually.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7740&p_spid=8062&oapc=45&oas=fvXEmMvXUV1h9YVyU7PWkg.."
"IRC8029","RN-PRN","","Cyberknife","","EDUCATION/TRAINING/EXPERIENCE:
A. Current R.N. licensure by the Louisiana State Board of Nursing required.
B. B.S. degree preferred
C. Minimum of 3 years of cardiovascular nursing experience required
D. Current C.P.R. certification required
E. Current ACLS certification required
F. Three (3) references required
G. Basic and advanced telemetry monitoring training/experience required
H. No history or pending felony activity required","PRN","Apply online @ www.lafayettegeneral.com","PRN","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8029&p_spid=8351&oapc=48&oas=Vu2TFjke3MPjGQnPTur-bQ.."
"IRC8033","RN","","Oncology","","EDUCATION/TRAINING/EXPERIENCE:
1.Â Â Â Â Â Â  Current licensure as Registered Nurse in the State of Louisiana required.
2.Â Â Â Â Â Â  ONS certified; current Chemotherapy Provider card required
3.Â Â Â Â Â Â  BLS Certification (CPR-C) w/in 30 days of hire
4.Â Â Â Â Â Â  Advanced certification preferred if appropriate for area of clinical practice
5.Â Â Â Â Â Â  Maintains required in-services: (w/in 30 days of hire)
a.Â Â Â Â Â Â  Safety
b.Â Â Â Â Â Â  Body Mechanics
c.Â Â Â Â Â Â  Infection Control
6.Â Â Â Â Â Â  Completes annual employee health requirements w/in 30 days of hire
7.Â Â Â Â Â Â  Completes annual OSHA requirements w/in 30 days of hire
8.Â Â Â Â Â Â  Completes annual Nursing Skills Fair w/in 30 days of hire
9.Â Â Â Â Â Â  Completes annual Corporate Compliance w/in 30 days of hire","Full-time; 7pm-7am","Online at www.lafayettegeneral.com","7PMâ€“7AM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8033&p_spid=8355&oapc=51&oas=KsEQry8qR3VLWLEjtUibgA.."
"IRC8034","RN","","Oncology","","EDUCATION/TRAINING/EXPERIENCE:
1.Â Â Â Â Â Â  Current licensure as Registered Nurse in the State of Louisiana required.
2.Â Â Â Â Â Â  ONS certified; current Chemotherapy Provider card required
3.Â Â Â Â Â Â  BLS Certification (CPR-C) w/in 30 days of hire
4.Â Â Â Â Â Â  Advanced certification preferred if appropriate for area of clinical practice
5.Â Â Â Â Â Â  Maintains required in-services: (w/in 30 days of hire)
a.Â Â Â Â Â Â  Safety
b.Â Â Â Â Â Â  Body Mechanics
c.Â Â Â Â Â Â  Infection Control
6.Â Â Â Â Â Â  Completes annual employee health requirements w/in 30 days of hire
7.Â Â Â Â Â Â  Completes annual OSHA requirements w/in 30 days of hire
8.Â Â Â Â Â Â  Completes annual Nursing Skills Fair w/in 30 days of hire
9.Â Â Â Â Â Â  Completes annual Corporate Compliance w/in 30 days of hire","Full-time; 7pm-7am","Online at www.lafayettegeneral.com","7PMâ€“7AM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8034&p_spid=8356&oapc=54&oas=sv1AONQbrojNPVpGYWyT0g.."
"IRC8035","RN","","Oncology","","EDUCATION/TRAINING/EXPERIENCE:
1.Â Â Â Â Â Â  Current licensure as Registered Nurse in the State of Louisiana required.
2.Â Â Â Â Â Â  ONS certified; current Chemotherapy Provider card required
3.Â Â Â Â Â Â  BLS Certification (CPR-C) w/in 30 days of hire
4.Â Â Â Â Â Â  Advanced certification preferred if appropriate for area of clinical practice
5.Â Â Â Â Â Â  Maintains required in-services: (w/in 30 days of hire)
a.Â Â Â Â Â Â  Safety
b.Â Â Â Â Â Â  Body Mechanics
c.Â Â Â Â Â Â  Infection Control
6.Â Â Â Â Â Â  Completes annual employee health requirements w/in 30 days of hire
7.Â Â Â Â Â Â  Completes annual OSHA requirements w/in 30 days of hire
8.Â Â Â Â Â Â  Completes annual Nursing Skills Fair w/in 30 days of hire
9.Â Â Â Â Â Â  Completes annual Corporate Compliance w/in 30 days of hire","Full-time; 7pm-7am","Online at www.lafayettegeneral.com","7PMâ€“7AM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8035&p_spid=8357&oapc=57&oas=sd1czgi2FIx7P5x25KJ4aA.."
"IRC8036","RN","","Oncology","","EDUCATION/TRAINING/EXPERIENCE:
1.Â Â Â Â Â Â  Current licensure as Registered Nurse in the State of Louisiana required.
2.Â Â Â Â Â Â  ONS certified; current Chemotherapy Provider card required
3.Â Â Â Â Â Â  BLS Certification (CPR-C) w/in 30 days of hire
4.Â Â Â Â Â Â  Advanced certification preferred if appropriate for area of clinical practice
5.Â Â Â Â Â Â  Maintains required in-services: (w/in 30 days of hire)
a.Â Â Â Â Â Â  Safety
b.Â Â Â Â Â Â  Body Mechanics
c.Â Â Â Â Â Â  Infection Control
6.Â Â Â Â Â Â  Completes annual employee health requirements w/in 30 days of hire
7.Â Â Â Â Â Â  Completes annual OSHA requirements w/in 30 days of hire
8.Â Â Â Â Â Â  Completes annual Nursing Skills Fair w/in 30 days of hire
9.Â Â Â Â Â Â  Completes annual Corporate Compliance w/in 30 days of hire","Full-time; 7pm-7am","Online at www.lafayettegeneral.com","7PMâ€“7AM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8036&p_spid=8358&oapc=60&oas=Wx_xoWLdRCwSKHIWekw-eg.."
"IRC8037","RN","","Oncology","","EDUCATION/TRAINING/EXPERIENCE:
1.Â Â Â Â Â Â  Current licensure as Registered Nurse in the State of Louisiana required.
2.Â Â Â Â Â Â  ONS certified; current Chemotherapy Provider card required
3.Â Â Â Â Â Â  BLS Certification (CPR-C) w/in 30 days of hire
4.Â Â Â Â Â Â  Advanced certification preferred if appropriate for area of clinical practice
5.Â Â Â Â Â Â  Maintains required in-services: (w/in 30 days of hire)
a.Â Â Â Â Â Â  Safety
b.Â Â Â Â Â Â  Body Mechanics
c.Â Â Â Â Â Â  Infection Control
6.Â Â Â Â Â Â  Completes annual employee health requirements w/in 30 days of hire
7.Â Â Â Â Â Â  Completes annual OSHA requirements w/in 30 days of hire
8.Â Â Â Â Â Â  Completes annual Nursing Skills Fair w/in 30 days of hire
9.Â Â Â Â Â Â  Completes annual Corporate Compliance w/in 30 days of hire","Full-time; 7pm-7am","Online at www.lafayettegeneral.com","7PMâ€“7AM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8037&p_spid=8359&oapc=63&oas=YyxGztSaHfgrj7eNdO1BJg.."
"IRC7949","Clinical Nurse Educator","","ICU","","POSITION SUMMARY:
To provide education and leadership to nursing personnel related to cardiovascular nursing, which will include direct nursing care to a select population in a recognized nursing specialty area. In collaboration with select nursing management/leadership, plans, guides, and directs care given by nursing personnel in cardiac arena. 
EDUCATION / TRAINING / EXPERIENCE:
• Current Registered Nurse licensure to practice nursing in the State of Louisiana.Â  
• Minimum of 5 years ICU experience required.
• Minimum of 5 years in cardiovascular leadership/educational role preferred. 
• Masterâ€™s degree in nursing or related field preferred. 
• Current ACLS, BLS, PALS preferred.Â  
Â","Full-time; 8am-4:30pm","Apply online @ www.lafayettegeneral.com
Â","8AMâ€“4:30PM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7949&p_spid=8271&oapc=67&oas=TFFgKywztSJLPhsgzhPKIw.."
"IRC8070","RN / Emergency Department","","St. Martin Hospital","","EDUCATION / TRAINING / EXPERIENCE:
• Graduate from an accredited school of nursing with a current license with the Louisiana State Board of Nurse Examiners.
• Demonstrates good nursing knowledge and ability.
• ACLS certification is a requirement within the first year of employment.
• PALS certification once during nursing practice.
• ER experience preferred.","","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=8070&p_spid=8392&oapc=70&oas=3lEXVBM7tBPnmEaj27p9ng.."
"IRC7920","RN/Speciality","","Recovery","","Current licensure as a Registered Nurse in the State of Louisiana required.
ACLS required.
BLS Certification (CPR-C) to be obtained with in 30 days of hire.
Falls Prevention, OSHA &amp; Restraints to be obtained with in 30 days of hire and renewable annually.","Full-time","Online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7920&p_spid=8242&oapc=73&oas=ZDwCjvanzfciOoXY4GBlCA.."
"IRC7653","Inpatient/RN","","SMH Nursing Services","","","Night Shifts","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7653&p_spid=7975&oapc=76&oas=XdjigWq24A-qCeFaY1G2GQ.."
"IRC7737","RN","","6th Floor","","EDUCATION/TRAINING/EXPERIENCE:
Current licensure as a Registered Nurse in the State of Louisiana required.
BLS Certification (CPR-C) to be obtained with in 30 days of hire.
Falls Prevention, OSHA &amp; Restraints to be obtained with in 30 days of hire and renewable annually.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7737&p_spid=8059&oapc=79&oas=o9169aQpIgFsOyx94MLqYQ.."
"IRC7682","RN","","4th Floor","","EDUCATION/TRAINING/EXPERIENCE:
Current licensure as a Registered Nurse in the State of Louisiana required.
BLS Certification (CPR-C) to be obtained with in 30 days of hire.
Falls Prevention, OSHA &amp; Restraints to be obtained with in 30 days of hire and renewable annually.","Part time","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7682&p_spid=8004&oapc=82&oas=MlaTpJrdIY-mO5hl0SwfFg.."
"IRC7823","Nurse Practitioner","","Cancer Center of Acadiana","","Education - Training - Experience
• Current Registered Nurse licensure to practice nursing in the state of Louisiana.
• Satisfactory completion of a program of studies by the American Nursing Association which is recognized by the Louisiana State Board of Nursing.
• National certification in Family Nursing Practitioner or other Nurse Practitioner specialty care areas such as Oncology, Adult.
• Professional knowledge of nursing theory and practice. Extensive knowledge of physical assessment, differential diagnosis, pathophysiology, and management of acute and chronic patient/family problems.
• Current licensure and certification required by the State of Louisiana of LAC 46:XLVII.3705 AND 3707","Fulltime","Online @ www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7823&p_spid=8145&oapc=85&oas=4edTy77ffADsl8x7j35STw.."
"IRC7841","RN - Team Leader","","Med/Surg Unit","","SUMMARY: The Team Leader is responsible for the quality ofÂ care provided toÂ their patients during their shift and functions as the care coordinator.Â  The successful applicant will beÂ responsible for resource management within the departmentÂ and will beÂ responsible for upholding Leadership Standard in the department.
EDUCATION / TRAINING / EXPERIENCE:
• Current licensure as a registered nurse in the State of Louisiana.Â  
• Preferred Baccalaureate Degree in Nursing, Business, Health Care Administration, or equivalent experience. 
• One (1) year experience required.Â  
• Experience with role of charge nurse. 
• Certification preferred.Â Â Â  
• Current CPR certification; 
• Advanced certification preferred if appropriate for area of clinical practice.","Fulltime","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7841&p_spid=8163&oapc=88&oas=b9Nh4p4_80K15yE_S_LZpA.."
"IRC7842","RN - Team Leader","","Med/Surg Unit","","SUMMARY: The Team Leader is responsible for the quality ofÂ care provided toÂ their patients during their shift and functions as the care coordinator.Â  The successful applicant will beÂ responsible for resource management within the departmentÂ and will beÂ responsible for upholding Leadership Standard in the department.
EDUCATION / TRAINING / EXPERIENCE:
• Current licensure as a registered nurse in the State of Louisiana.Â  
• Preferred Baccalaureate Degree in Nursing, Business, Health Care Administration, or equivalent experience. 
• One (1) year experience required.Â  
• Experience with role of charge nurse. 
• Certification preferred.Â Â Â  
• Current CPR certification; 
• Advanced certification preferred if appropriate for area of clinical practice.","Fulltime","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7842&p_spid=8164&oapc=91&oas=Z8r4Acro4tNVAOtCynhE7w.."
"IRC7853","CNA","","Med Surg Unit","","EDUCATION / TRAINING / EXPERIENCE:
Maintains Certified Nurses Assistant requirements in the State of Louisiana
Maintains current BLS Certification (CPR-B)","Fulltime","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7853&p_spid=8175&oapc=94&oas=o3fiz34NCPdzfbu6Uez9Jw.."
"IRC7855","RN","","Med/Surg","","EDUCATION / TRAINING / EXPERIENCE:
• Current licensure as a Registered Nurse in the State of Louisiana required.Â 
• CPR certificationÂ requred.Â  If not active, to be obtained with 30 days of hire.
• Â Falls Prevention, OSHA, and Restraints training to be obtained with in 30 days of hire.","Fulltime","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7855&p_spid=8177&oapc=98&oas=JSIv2eeS01F2aMhFQtPZNA.."
"IRC7856","RN","","Med/Surg","","EDUCATION / TRAINING / EXPERIENCE:
• Current licensure as a Registered Nurse in the State of Louisiana required.Â 
• CPR certificationÂ requred.Â  If not active, to be obtained with 30 days of hire.
• Â Falls Prevention, OSHA, and Restraints training to be obtained with in 30 days of hire.","Fulltime","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1887658296&retainAM=N&addBreadCrumb=RP&p_svid=7856&p_spid=8178&oapc=101&oas=CLuen7f88cEQ1bDElTww1w.."
